Java HotSpot(TM) 64-Bit Server VM (25.91-b15) for windows-amd64 JRE (1.8.0_91-b15), built on May 20 2016 17:43:15 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 16718916k(8653284k free), swap 16718916k(6623796k free)
CommandLine flags: -XX:InitialHeapSize=134217728 -XX:MaxHeapSize=134217728 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2020-10-27T23:15:14.500+0800: 0.302: [Full GC (Ergonomics) [PSYoungGen: 14642K->12939K(29184K)] [ParOldGen: 87490K->87412K(87552K)] 102132K->100352K(116736K), [Metaspace: 2774K->2774K(1056768K)], 0.0052450 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T23:15:14.506+0800: 0.307: [Full GC (Ergonomics) [PSYoungGen: 14813K->13763K(29184K)] [ParOldGen: 87412K->87412K(87552K)] 102225K->101175K(116736K), [Metaspace: 2774K->2774K(1056768K)], 0.0018719 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-10-27T23:15:14.508+0800: 0.309: [Full GC (Ergonomics) [PSYoungGen: 14752K->13814K(29184K)] [ParOldGen: 87412K->87412K(87552K)] 102164K->101226K(116736K), [Metaspace: 2774K->2774K(1056768K)], 0.0017847 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T23:15:14.511+0800: 0.312: [Full GC (Ergonomics) [PSYoungGen: 14698K->14193K(29184K)] [ParOldGen: 87412K->87412K(87552K)] 102110K->101605K(116736K), [Metaspace: 2774K->2774K(1056768K)], 0.0016807 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T23:15:14.512+0800: 0.313: [Full GC (Ergonomics) [PSYoungGen: 14650K->14204K(29184K)] [ParOldGen: 87412K->87412K(87552K)] 102062K->101616K(116736K), [Metaspace: 2774K->2774K(1056768K)], 0.0015944 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T23:15:14.514+0800: 0.315: [Full GC (Ergonomics) [PSYoungGen: 14664K->14208K(29184K)] [ParOldGen: 87412K->87412K(87552K)] 102077K->101621K(116736K), [Metaspace: 2774K->2774K(1056768K)], 0.0015667 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T23:15:14.516+0800: 0.317: [Full GC (Ergonomics) [PSYoungGen: 14470K->14470K(29184K)] [ParOldGen: 87412K->87412K(87552K)] 101883K->101883K(116736K), [Metaspace: 2774K->2774K(1056768K)], 0.0015069 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T23:15:14.518+0800: 0.319: [Full GC (Allocation Failure) [PSYoungGen: 14470K->14470K(29184K)] [ParOldGen: 87412K->87392K(87552K)] 101883K->101863K(116736K), [Metaspace: 2774K->2774K(1056768K)], 0.0143633 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
Heap
 PSYoungGen      total 29184K, used 14787K [0x00000000fd580000, 0x0000000100000000, 0x0000000100000000)
  eden space 14848K, 99% used [0x00000000fd580000,0x00000000fe3f0c70,0x00000000fe400000)
  from space 14336K, 0% used [0x00000000ff200000,0x00000000ff200000,0x0000000100000000)
  to   space 14336K, 0% used [0x00000000fe400000,0x00000000fe400000,0x00000000ff200000)
 ParOldGen       total 87552K, used 87392K [0x00000000f8000000, 0x00000000fd580000, 0x00000000fd580000)
  object space 87552K, 99% used [0x00000000f8000000,0x00000000fd5582b8,0x00000000fd580000)
 Metaspace       used 2804K, capacity 4486K, committed 4864K, reserved 1056768K
  class space    used 316K, capacity 386K, committed 512K, reserved 1048576K
